Match,Resultat,date,score_home,score_away,played_1,played_X,played_2,odds_1,odds_X,odds_2,home,away,outcome,odds_outcome
Södertäl. - Tingsryd,4 - 1,2019-11-15,4 , 1,48,25,27,"1,97","4,30","3,23",Södertälje SK,Tingsryds AIF,1,"1,97"
Nybro - Vimmerby,5 - 1,2019-11-15,5 , 1,66,18,16,"1,58","4,90","4,05",Nybro Vikings IF, Vimmerby,1,"1,58"
Enköping - Sollentun,2 - 2,2019-11-15,2 , 2,41,25,34,"2,23","4,15","2,52",Linköping HC, Sollentun,X,"4,15"
Visby/Rom - Strömsbro,6 - 0,2019-11-15,6 , 0,66,17,17,"1,50","5,45","4,20",Visby/Rom , Strömsbro,1,"1,50"
Lausanne - EHC Biel,2 - 3,2019-11-15,2 , 3,41,27,32,"2,09","4,60","2,60",Lausanne , EHC Biel,2,"2,60"
Zug - Davos,4 - 5,2019-11-15,4 , 5,42,25,33,"1,84","4,15","3,40",Zug , Davos,2,"3,40"
Leksand - HV71,0 - 4,2019-11-16,0 , 4,27,22,51,"2,78","4,25","2,23",Leksands IF,HV 71,2,"2,23"
Linköping - Djurgård.,4 - 2,2019-11-16,4 , 2,41,25,34,"2,21","4,30","2,82",Linköping HC,Djurgårdens IF,1,"2,21"
Luleå - Oskarsh.,3 - 0,2019-11-16,3 , 0,85,9,6,"1,24","7,15","10,40",Luleå HF,IK Oskarshamn,1,"1,24"
Växjö Lak - Färjestad,2 - 2,2019-11-16,2 , 2,38,26,36,"2,38","4,20","2,62",Växjö Lakers HC,Färjestad BK,X,"4,20"
Brynäs - Skelleft.,6 - 4,2019-11-16,6 , 4,41,25,34,"2,26","4,15","2,80",Brynäs IF,Skellefteå AIK,1,"2,26"
Rögle - Frölunda,1 - 1,2019-11-16,1 , 1,30,25,45,"2,57","4,20","2,42",Rögle BK,Frölunda HC,X,"4,20"
Örebro - Malmö,3 - 2,2019-11-16,3 , 2,54,21,25,"2,04","4,30","3,17",Örebro HK,IF Malmö Redhawks,1,"2,04"
Björklöv. - AIK,8 - 1,2019-11-16,8 , 1,79,12,9,"1,41","5,25","6,50",IF Björklöven,Skellefteå AIK,1,"1,41"
Karlskron - Vita Häst,1 - 1,2019-11-17,1 , 1,50,24,26,"2,30","4,15","2,67",Karlskrona HK,HC Vita Hästen,X,"4,15"
Väsby - Hudiksval,6 - 0,2019-11-17,6 , 0,38,23,39,"1,98","4,80","2,68",Väsby , Hudiksval,1,"1,98"
Vallentun - Wings Arl,5 - 6,2019-11-17,5 , 6,58,20,22,"1,84","4,85","2,97",Vallentun , Wings Arl,2,"2,97"
Hammarby - Tyre Hanv,5 - 3,2019-11-17,5 , 3,36,24,40,"2,35","4,75","2,21",Hammarby IF, Tyre Hanv,1,"2,35"
Borlänge - Mariestad,0 - 3,2019-11-17,0 , 3,45,25,30,"2,22","4,55","2,41",Borlänge ,Mariestad BoIS HC,2,"2,41"
Malung - Linden,2 - 4,2019-11-17,2 , 4,55,20,25,"2,05","4,80","2,55",Malung , Linden,2,"2,55"
Skövde - Forshaga,4 - 3,2019-11-17,4 , 3,62,17,21,"1,77","4,95","3,15",Skövde , Forshaga,1,"1,77"
Örnsköld. - Kiruna IF,3 - 4,2019-11-17,3 , 4,27,20,53,"3,75","4,85","1,63",Örnsköld. , Kiruna IF,2,"1,63"
Kalix - Bodens HF,3 - 3,2019-11-18,3 , 3,24,20,56,"3,55","4,75","1,68",Kalix , Bodens HF,X,"4,75"
Nizjnekam - Dyn Moskv,4 - 6,2019-11-18,4 , 6,37,25,38,"2,72","4,00","2,25",Nizjnekam , Dyn Moskv,2,"2,25"
CSKA Mosk - Tjerepove,1 - 1,2019-11-18,1 , 1,75,13,12,"1,24","6,05","10,70",CSKA Mosk , Tjerepove,X,"6,05"
Omsk - Ufa,4 - 1,2019-11-18,4 , 1,53,25,22,"1,81","4,35","3,60",Omsk , Ufa,1,"1,81"
Washingt. - Anaheim,5 - 2,2019-11-18,5 , 2,54,22,24,"1,67","4,80","4,10",Washingt. , Anaheim,1,"1,67"
Washington - Anaheim,0 - 0,2019-11-18,0 , 0,35,43,22,,,,Washington , Anaheim,X,
Arizona - Los Angel,3 - 0,2019-11-18,3 , 0,50,23,27,"1,89","4,15","3,55",Arizona , Los Angel,1,"1,89"
Arizona - Los Angeles,0 - 0,2019-11-18,0 , 0,25,49,26,,,,Arizona , Los Angeles,X,
Djurgård. - Skelleft.,4 - 1,2019-11-19,4 , 1,40,26,34,"2,19","4,10","2,90",Djurgårdens IF,Skellefteå AIK,1,"2,19"
Frölunda - Färjestad,8 - 2,2019-11-19,8 , 2,50,22,28,"2,08","4,65","2,75",Frölunda HC,Färjestad BK,1,"2,08"
Luleå - Bern,4 - 2,2019-11-19,4 , 2,76,13,11,"1,63","4,90","4,05",Luleå HF, Bern,1,"1,63"
Mannheim - HC Mountf,1 - 1,2019-11-19,1 , 1,58,22,20,"1,69","5,55","3,32",Mannheim , HC Mountf,X,"5,55"
EHC Biel - Augsburge,1 - 1,2019-11-19,1 , 1,56,25,19,"1,66","4,60","4,10",EHC Biel , Augsburge,X,"4,60"
Lausanne - Plzen,3 - 4,2019-11-19,3 , 4,52,23,25,"1,74","5,55","3,12",Lausanne , Plzen,2,"3,12"
Zug - Tappara,3 - 1,2019-11-19,3 , 1,39,27,34,"2,21","3,85","2,77",Zug , Tappara,1,"2,21"
Davos - Lugano,3 - 2,2019-11-19,3 , 2,60,21,19,"1,75","4,55","3,45",Davos , Lugano,1,"1,75"
AIK - Mora,3 - 1,2019-11-20,3 , 1,40,24,36,"2,24","4,05","2,80",AIK,Mora IK,1,"2,24"
Almtuna - Timrå,0 - 3,2019-11-20,0 , 3,19,22,59,"3,65","4,55","1,80",Almtuna IS,Timrå IK,2,"1,80"
BIK Karls - Södertäl.,7 - 3,2019-11-20,7 , 3,67,18,15,"1,52","5,35","4,85",BIK Karlskoga,Södertälje SK,1,"1,52"
Björklöv. - Västervik,2 - 0,2019-11-20,2 , 0,74,15,11,"1,43","5,20","6,25",IF Björklöven,Västerviks IK,1,"1,43"
Kristian. - Västerås,4 - 8,2019-11-20,4 , 8,32,25,43,"2,65","3,95","2,38",Kristianstads IK,Västerås IK,2,"2,38"
Tingsryd - Karlskron,2 - 2,2019-11-20,2 , 2,34,25,41,"2,47","4,00","2,52",Tingsryds AIF,Karlskrona HK,X,"4,00"
Vita Häst - MODO,4 - 3,2019-11-20,4 , 3,20,20,60,"3,25","4,85","1,86",HC Vita Hästen,MODO Hockey,1,"3,25"
Mariestad - Grums,6 - 3,2019-11-20,6 , 3,57,22,21,"1,50","5,40","4,25",Mariestad BoIS HC, Grums,1,"1,50"
Frölunda - Leksand,7 - 1,2019-11-21,7 , 1,82,10,8,"1,41","5,55","6,65",Frölunda HC,Leksands IF,1,"1,41"
HV71 - Djurgård.,3 - 3,2019-11-21,3 , 3,53,22,25,"1,88","4,50","3,50",HV 71,Djurgårdens IF,X,"4,50"
Luleå - Brynäs,1 - 1,2019-11-21,1 , 1,66,18,16,"1,58","4,70","5,05",Luleå HF,Brynäs IF,X,"4,70"
Malmö - Växjö Lak,5 - 3,2019-11-21,5 , 3,35,25,40,"2,52","4,20","2,47",IF Malmö Redhawks,Växjö Lakers HC,1,"2,52"
Oskarsh. - Skelleft.,2 - 5,2019-11-21,2 , 5,20,21,59,"3,80","4,70","1,78",IK Oskarshamn,Skellefteå AIK,2,"1,78"
Örebro - Linköping,2 - 1,2019-11-21,2 , 1,59,20,21,"1,79","4,75","3,70",Örebro HK,Linköping HC,1,"1,79"
Rögle - Färjestad,3 - 4,2019-11-21,3 , 4,40,24,36,"2,32","4,45","2,60",Rögle BK,Färjestad BK,2,"2,60"
Rögle - Färjestad,0 - 0,2019-11-21,0 , 0,29,45,26,,,,Rögle BK,Färjestad BK,X,
Karlskron - Västervik,3 - 3,2019-11-22,3 , 3,51,25,24,"1,98","4,40","3,12",Karlskrona HK,Västerviks IK,X,"4,40"
Kristian. - Vita Häst,2 - 3,2019-11-22,2 , 3,31,25,44,"2,52","4,20","2,42",Kristianstads IK,HC Vita Hästen,2,"2,42"
MODO - AIK,5 - 3,2019-11-22,5 , 3,73,14,13,"1,42","5,40","6,10",MODO Hockey,Skellefteå AIK,1,"1,42"
Södertäl. - Björklöv.,2 - 2,2019-11-22,2 , 2,23,22,55,"3,55","4,55","1,82",Södertälje SK,IF Björklöven,X,"4,55"
Timrå - Mora,3 - 3,2019-11-22,3 , 3,77,13,10,"1,44","5,20","6,00",Timrå IK,Mora IK,X,"5,20"
Tingsryd - Almtuna,3 - 2,2019-11-22,3 , 2,45,26,29,"2,08","4,10","3,07",Tingsryds AIF,Almtuna IS,1,"2,08"
Forshaga - Malung,3 - 3,2019-11-22,3 , 3,50,23,27,"1,57","5,20","3,85",Forshaga , Malung,X,"5,20"
Strömsbro - Väsby,4 - 8,2019-11-22,4 , 8,21,20,59,"3,65","5,30","1,60",Strömsbro , Väsby,2,"1,60"
Linköping - Frölunda,1 - 4,2019-11-23,1 , 4,22,21,57,"3,02","4,55","2,04",Linköping HC,Frölunda HC,2,"2,04"
Malmö - Brynäs,0 - 2,2019-11-23,0 , 2,51,24,25,"2,00","4,30","3,27",IF Malmö Redhawks,Brynäs IF,2,"3,27"
Oskarsh. - Färjestad,3 - 2,2019-11-23,3 , 2,9,12,79,"4,50","5,55","1,57",IK Oskarshamn,Färjestad BK,1,"4,50"
Djurgård. - Växjö Lak,3 - 2,2019-11-23,3 , 2,47,24,29,"2,16","4,30","2,90",Djurgårdens IF,Växjö Lakers HC,1,"2,16"
Leksand - Luleå,0 - 5,2019-11-23,0 , 5,18,18,64,"3,35","4,60","1,91",Leksands IF,Luleå HF,2,"1,91"
Skelleft. - Rögle,5 - 2,2019-11-23,5 , 2,46,23,31,"2,15","4,20","2,95",Skellefteå AIK,Rögle BK,1,"2,15"
Washingt. - Vancouver,1 - 1,2019-11-23,1 , 1,57,22,21,"1,89","4,50","3,32",Washingt. , Vancouver,X,"4,50"
Philadel. - Calgary,2 - 2,2019-11-23,2 , 2,42,27,31,"2,23","4,10","2,77",Philadel. , Calgary,X,"4,10"
Almtuna - Mora,5 - 6,2019-11-24,5 , 6,39,24,37,"2,65","4,05","2,30",Almtuna IS,Mora IK,2,"2,30"
Björklöv. - Kristian.,3 - 1,2019-11-24,3 , 1,80,12,8,"1,42","5,25","6,25",IF Björklöven,Kristianstads IK,1,"1,42"
Södertäl. - Västerås,1 - 3,2019-11-24,1 , 3,36,23,41,"2,58","4,40","2,25",Södertälje SK,Västerås IK,2,"2,25"
Timrå - BIK Karls,3 - 1,2019-11-24,3 , 1,41,26,33,"2,04","4,35","3,02",Timrå IK,BIK Karlskoga,1,"2,04"
Västervik - Vita Häst,1 - 3,2019-11-24,1 , 3,37,24,39,"2,50","4,00","2,46",Västerviks IK,HC Vita Hästen,2,"2,46"
AIK - Tingsryd,1 - 4,2019-11-24,1 , 4,50,21,29,"2,08","4,05","3,03",AIK,Tingsryds AIF,2,"3,03"
Karlskron - MODO,2 - 5,2019-11-24,2 , 5,20,18,62,"3,30","4,45","1,89",Karlskrona HK,MODO Hockey,2,"1,89"
Kalix - Östersund,3 - 5,2019-11-24,3 , 5,20,19,61,"3,32","4,65","1,75",Kalix , Östersund,2,"1,75"
Omsk - Vitjaz,3 - 0,2019-11-25,3 , 0,52,24,24,"1,68","4,10","4,45",Omsk ,HC Vita Hästen,1,"1,68"
Sp Moskva - Nizjnekam,1 - 0,2019-11-25,1 , 0,56,23,21,"1,87","4,20","3,45",Sp Moskva , Nizjnekam,1,"1,87"
St Peters - Star Kunl,4 - 1,2019-11-25,4 , 1,72,16,12,"1,46","4,75","5,95",St Peters , Star Kunl,1,"1,46"
HIFK - Vaas Spor,4 - 2,2019-11-25,4 , 2,70,17,13,"1,45","4,85","6,10",HIFK , Vaas Spor,1,"1,45"
NY Ranger - Minnesota,2 - 2,2019-11-25,2 , 2,36,27,37,"2,45","4,25","2,45",NY Ranger , Minnesota,X,"4,25"
Philadel. - Vancouver,2 - 1,2019-11-25,2 , 1,38,27,35,"2,02","4,20","3,15",Philadel. , Vancouver,1,"2,02"
Pittsb. - Calgary,2 - 2,2019-11-25,2 , 2,43,28,29,"2,01","4,25","3,15",Pittsb. , Calgary,X,"4,25"
Tampa Bay - Buffalo,5 - 2,2019-11-25,5 , 2,58,22,20,"1,63","4,95","4,20",Tampa Bay , Buffalo,1,"1,63"
HV71 - Örebro,1 - 4,2019-11-26,1 , 4,54,20,26,"1,95","4,35","3,35",HV 71,Örebro HK,2,"3,35"
Almtuna - MODO,2 - 0,2019-11-26,2 , 0,12,13,75,"4,70","5,00","1,55",Almtuna IS,MODO Hockey,1,"4,70"
Tingsryd - Mora,5 - 3,2019-11-26,5 , 3,47,22,31,"2,25","4,20","2,67",Tingsryds AIF,Mora IK,1,"2,25"
Spar Sarp - Vålerenga,2 - 3,2019-11-26,2 , 3,42,22,36,"1,74","4,30","3,37",Spar Sarp , Vålerenga,2,"3,37"
HC Innsbr - Fehervar,2 - 7,2019-11-26,2 , 7,42,24,34,"3,07","4,55","1,81",HC Innsbr , Fehervar,2,"1,81"
Montreal - Boston,1 - 8,2019-11-26,1 , 8,27,25,48,"2,62","4,40","2,27",Montreal , Boston,2,"2,27"
N.Jersey - Minnesota,2 - 3,2019-11-26,2 , 3,48,24,28,"2,10","4,25","2,95",N.Jersey , Minnesota,2,"2,95"
Chicago - Dallas,3 - 0,2019-11-26,3 , 0,31,25,44,"2,70","4,00","2,32",Chicago , Dallas,1,"2,70"
AIK - Västervik,1 - 3,2019-11-27,1 , 3,47,20,33,"2,02","4,30","3,05",AIK,Västerviks IK,2,"3,05"
BIK Karls - Björklöv.,2 - 5,2019-11-27,2 , 5,37,24,39,"2,45","4,30","2,45",BIK Karlskoga,IF Björklöven,2,"2,45"
Kristian. - Karlskron,3 - 1,2019-11-27,3 , 1,36,25,39,"2,29","3,85","2,77",Kristianstads IK,Karlskrona HK,1,"2,29"
Vita Häst - Södertäl.,3 - 2,2019-11-27,3 , 2,65,16,19,"1,79","4,35","3,70",HC Vita Hästen,Södertälje SK,1,"1,79"
Västerås - Timrå,4 - 2,2019-11-27,4 , 2,31,20,49,"2,41","4,25","2,52",Västerås IK,Timrå IK,1,"2,41"
Borlänge - Grums,3 - 4,2019-11-27,3 , 4,64,17,19,"1,86","4,90","2,80",Borlänge , Grums,2,"2,80"
Tranås - Nybro,3 - 3,2019-11-27,3 , 3,36,22,42,"2,30","4,30","2,39",Tranås ,Nybro Vikings IF,X,"4,30"
Dalen - Kalmar,1 - 3,2019-11-27,1 , 3,46,22,32,"2,29","4,35","2,38",Dalen , Kalmar,2,"2,38"
Brynäs - Linköping,3 - 1,2019-11-28,3 , 1,53,22,25,"1,83","4,50","3,70",Brynäs IF,Linköping HC,1,"1,83"
Djurgård. - Leksand,2 - 0,2019-11-28,2 , 0,70,16,14,"1,52","5,05","5,40",Djurgårdens IF,Leksands IF,1,"1,52"
Frölunda - Oskarsh.,4 - 1,2019-11-28,4 , 1,85,9,6,"1,22","7,45","11,40",Frölunda HC,IK Oskarshamn,1,"1,22"
Luleå - Örebro,4 - 1,2019-11-28,4 , 1,48,24,28,"1,80","4,35","3,90",Luleå HF,Örebro HK,1,"1,80"
Rögle - Malmö,3 - 3,2019-11-28,3 , 3,48,25,27,"1,92","4,35","3,45",Rögle BK,IF Malmö Redhawks,X,"4,35"
Växjö Lak - HV71,2 - 4,2019-11-28,2 , 4,39,25,36,"2,32","4,15","2,72",Växjö Lakers HC,HV 71,2,"2,72"
Färjestad - Skelleft.,4 - 2,2019-11-28,4 , 2,53,21,26,"1,90","4,55","3,40",Färjestad BK,Skellefteå AIK,1,"1,90"
Färjestad - Skellefteå,0 - 0,2019-11-28,0 , 0,29,49,22,,,,Färjestad BK,Skellefteå AIK,X,
Almtuna - Kristian.,5 - 1,2019-11-29,5 , 1,51,22,27,"1,98","4,20","3,15",Almtuna IS,Kristianstads IK,1,"1,98"
Karlskron - BIK Karls,3 - 6,2019-11-29,3 , 6,22,23,55,"2,80","4,35","2,10",Karlskrona HK,BIK Karlskoga,2,"2,10"
MODO - Tingsryd,5 - 2,2019-11-29,5 , 2,76,13,11,"1,37","5,95","6,05",MODO Hockey,Tingsryds AIF,1,"1,37"
Mora - Västervik,3 - 1,2019-11-29,3 , 1,46,23,31,"1,86","4,35","3,40",Mora IK,Västerviks IK,1,"1,86"
Södertäl. - AIK,5 - 0,2019-11-29,5 , 0,55,21,24,"1,95","4,30","3,20",Södertälje SK,Skellefteå AIK,1,"1,95"
Timrå - Björklöv.,1 - 4,2019-11-29,1 , 4,31,25,44,"2,62","4,00","2,41",Timrå IK,IF Björklöven,2,"2,41"
Västerås - Vita Häst,3 - 2,2019-11-29,3 , 2,53,21,26,"1,91","4,40","3,20",Västerås IK,HC Vita Hästen,1,"1,91"
Boston - NY Ranger,2 - 2,2019-11-29,2 , 2,57,22,21,"1,68","4,90","3,95",Boston , NY Ranger,X,"4,90"
Leksand - Rögle,3 - 2,2019-11-30,3 , 2,28,19,53,"2,92","4,30","2,15",Leksands IF,Rögle BK,1,"2,92"
Oskarsh. - Växjö Lak,1 - 2,2019-11-30,1 , 2,26,22,52,"3,65","4,15","1,90",IK Oskarshamn,Växjö Lakers HC,2,"1,90"
Skelleft. - Malmö,4 - 3,2019-11-30,4 , 3,65,17,18,"1,80","4,45","3,80",Skellefteå AIK,IF Malmö Redhawks,1,"1,80"
Färjestad - Frölunda,4 - 1,2019-11-30,4 , 1,40,25,35,"2,39","4,50","2,49",Färjestad BK,Frölunda HC,1,"2,39"
HV71 - Brynäs,3 - 2,2019-11-30,3 , 2,63,18,19,"1,75","4,80","3,85",HV 71,Brynäs IF,1,"1,75"
Linköping - Luleå,1 - 3,2019-11-30,1 , 3,21,20,59,"3,20","4,20","2,03",Linköping HC,Luleå HF,2,"2,03"
Örebro - Djurgård.,2 - 5,2019-11-30,2 , 5,56,20,24,"1,93","4,25","3,45",Örebro HK,Djurgårdens IF,2,"3,45"
N.Jersey - NY Ranger,0 - 4,2019-11-30,0 , 4,39,26,35,"2,17","4,10","2,88",N.Jersey , NY Ranger,2,"2,88"
Kristian. - Timrå,1 - 3,2019-12-01,1 , 3,24,21,55,"3,38","4,65","1,81",Kristianstads IK,Timrå IK,2,"1,81"
Vita Häst - Almtuna,1 - 1,2019-12-01,1 , 1,61,19,20,"1,67","4,50","4,10",HC Vita Hästen,Almtuna IS,X,"4,50"
BIK Karls - MODO,7 - 0,2019-12-01,7 , 0,35,23,42,"2,78","4,65","2,11",BIK Karlskoga,MODO Hockey,1,"2,78"
Tingsryd - Västerås,2 - 3,2019-12-01,2 , 3,30,22,48,"2,78","4,40","2,10",Tingsryds AIF,Västerås IK,2,"2,10"
Wings Arl - Väsby,0 - 4,2019-12-01,0 , 4,30,20,50,"3,03","5,15","1,78",Wings Arl , Väsby,2,"1,78"
Sollentun - Visby/Rom,4 - 4,2019-12-01,4 , 4,19,18,63,"3,40","5,00","1,65",Sollentun , Visby/Rom,X,"5,00"
Teg - Kiruna IF,4 - 3,2019-12-01,4 , 3,67,15,18,"1,42","5,25","4,85",Skellefteå AIK, Kiruna IF,1,"1,42"
Grums - Lindlöven,1 - 4,2019-12-01,1 , 4,44,21,35,"3,08","5,40","1,63",Grums , Lindlöven,2,"1,63"
AIK - Karlskron,5 - 5,2019-12-02,5 , 5,32,19,49,"2,68","4,40","2,16",AIK,Karlskrona HK,X,"4,40"
Björklöv. - Mora,3 - 0,2019-12-02,3 , 0,79,11,10,"1,33","6,45","6,35",IF Björklöven,Mora IK,1,"1,33"
Mariestad - Skövde,3 - 3,2019-12-02,3 , 3,68,17,15,"1,36","5,95","5,05",Mariestad BoIS HC, Skövde,X,"5,95"
Buffalo - N.Jersey,7 - 1,2019-12-02,7 , 1,47,24,29,"2,18","4,10","2,87",Buffalo , N.Jersey,1,"2,18"
NY Ranger - Vegas,1 - 4,2019-12-02,1 , 4,38,26,36,"2,83","4,10","2,19",NY Ranger , Vegas,2,"2,19"
Detroit - NY Island,1 - 4,2019-12-02,1 , 4,22,23,55,"4,00","4,60","1,71",Detroit , NY Island,2,"1,71"
Chicago - St.Louis,0 - 4,2019-12-02,0 , 4,32,26,42,"2,72","4,15","2,25",Chicago , St.Louis,2,"2,25"
Anaheim - Los Angel,4 - 2,2019-12-02,4 , 2,44,25,31,"2,12","4,15","2,93",Anaheim , Los Angel,1,"2,12"
Frölunda - EHC Biel,2 - 3,2019-12-03,2 , 3,77,13,10,"1,48","4,90","5,10",Frölunda HC, EHC Biel,2,"5,10"
Djurgård. - München,5 - 1,2019-12-03,5 , 1,55,22,23,"1,94","4,65","2,97",Djurgårdens IF, München,1,"1,94"
Lausanne - Luleå,1 - 2,2019-12-03,1 , 2,28,24,48,"2,62","3,85","2,35",Lausanne ,Luleå HF,2,"2,35"
HC Mountf - Zug,1 - 1,2019-12-03,1 , 1,33,25,42,"2,58","4,00","2,29",HC Mountf , Zug,X,"4,00"
Vita Häst - Timrå,1 - 2,2019-12-03,1 , 2,33,26,41,"2,77","4,15","2,17",HC Vita Hästen,Timrå IK,2,"2,17"
Davos - SCL,5 - 3,2019-12-03,5 , 3,61,21,18,"1,87","4,75","3,00",Davos , SCL,1,"1,87"
Fribourg - Lugano,1 - 3,2019-12-03,1 , 3,52,23,25,"1,88","4,35","3,15",Fribourg , Lugano,2,"3,15"
Frisk Ask - Stavanger,1 - 3,2019-12-03,1 , 3,18,18,64,"2,92","4,65","1,83",Frisk Ask , Stavanger,2,"1,83"
Almtuna - BIK Karls,3 - 5,2019-12-04,3 , 5,22,21,57,"3,15","4,80","1,86",Almtuna IS,BIK Karlskoga,2,"1,86"
Karlskron - Björklöv.,3 - 0,2019-12-04,3 , 0,18,19,63,"4,65","5,10","1,53",Karlskrona HK,IF Björklöven,1,"4,65"
Kristian. - Tingsryd,0 - 3,2019-12-04,0 , 3,36,26,38,"2,12","4,00","2,93",Kristianstads IK,Tingsryds AIF,2,"2,93"
MODO - Västervik,1 - 4,2019-12-04,1 , 4,72,16,12,"1,30","6,20","7,60",MODO Hockey,Västerviks IK,2,"7,60"
Södertäl. - Mora,3 - 1,2019-12-04,3 , 1,50,22,28,"2,13","4,25","2,80",Södertälje SK,Mora IK,1,"2,13"
Västerås - AIK,3 - 3,2019-12-04,3 , 3,75,13,12,"1,41","5,40","6,00",Västerås IK,Skellefteå AIK,X,"5,40"
Kall./Rby - Troja/Lju,4 - 2,2019-12-04,4 , 2,28,24,48,"2,95","4,45","1,89",Kall./Rby ,IF Troja/Ljungby,1,"2,95"
Borlänge - Skövde,4 - 2,2019-12-04,4 , 2,49,23,28,"1,86","4,95","2,78",Borlänge , Skövde,1,"1,86"
HV71 - Luleå,0 - 4,2019-12-05,0 , 4,38,24,38,"2,41","3,85","2,70",HV 71,Luleå HF,2,"2,70"
Leksand - Oskarsh.,4 - 1,2019-12-05,4 , 1,58,19,23,"1,71","4,60","4,10",Leksands IF,IK Oskarshamn,1,"1,71"
Linköping - Skelleft.,5 - 3,2019-12-05,5 , 3,30,20,50,"2,80","4,15","2,23",Linköping HC,Skellefteå AIK,1,"2,80"
Malmö - Färjestad,3 - 4,2019-12-05,3 , 4,26,20,54,"2,34","4,50","2,52",IF Malmö Redhawks,Färjestad BK,2,"2,52"
Rögle - Brynäs,4 - 2,2019-12-05,4 , 2,52,21,27,"1,93","4,25","3,43",Rögle BK,Brynäs IF,1,"1,93"
Växjö Lak - Örebro,2 - 0,2019-12-05,2 , 0,43,21,36,"2,25","4,10","2,80",Växjö Lakers HC,Örebro HK,1,"2,25"
Frölunda - Djurgård.,2 - 1,2019-12-05,2 , 1,63,17,20,"1,69","4,70","4,15",Frölunda HC,Djurgårdens IF,1,"1,69"
Frölunda - Djurgården,0 - 0,2019-12-05,0 , 0,28,50,22,,,,Frölunda HC,Djurgårdens IF,X,
Mora - Karlskron,2 - 2,2019-12-06,2 , 2,35,22,43,"2,20","4,25","2,68",Mora IK,Karlskrona HK,X,"4,25"
Timrå - Södertäl.,6 - 3,2019-12-06,6 , 3,62,19,19,"1,51","4,85","5,05",Timrå IK,Södertälje SK,1,"1,51"
Tingsryd - Vita Häst,1 - 1,2019-12-06,1 , 1,41,25,34,"2,32","4,20","2,55",Tingsryds AIF,HC Vita Hästen,X,"4,20"
Visby/Rom - Vallentun,1 - 2,2019-12-06,1 , 2,57,20,23,"1,64","5,15","3,40",Visby/Rom , Vallentun,2,"3,40"
Halmstad - Kalmar,1 - 5,2019-12-06,1 , 5,39,23,38,"2,37","4,30","2,26",Halmstad , Kalmar,2,"2,26"
Enköping - Hammarby,3 - 2,2019-12-06,3 , 2,65,17,18,"1,60","5,05","3,65",Linköping HC,Hammarby IF,1,"1,60"
Nyköping - Linden,3 - 5,2019-12-06,3 , 5,55,20,25,"1,52","5,35","3,90",Linköping HC, Linden,2,"3,90"
Hudiksval - Strömsbro,1 - 1,2019-12-06,1 , 1,79,11,10,"1,28","6,50","6,00",Hudiksval , Strömsbro,X,"6,50"
Skelleft. - Leksand,3 - 2,2019-12-07,3 , 2,70,15,15,"1,69","4,65","4,20",Skellefteå AIK,Leksands IF,1,"1,69"
Frölunda - HV71,2 - 4,2019-12-07,2 , 4,62,20,18,"1,81","4,35","3,80",Frölunda HC,HV 71,2,"3,80"
Oskarsh. - Örebro,0 - 2,2019-12-07,0 , 2,19,16,65,"4,20","4,75","1,67",IK Oskarshamn,Örebro HK,2,"1,67"
Brynäs - Växjö Lak,3 - 3,2019-12-07,3 , 3,41,24,35,"2,19","4,30","2,80",Brynäs IF,Växjö Lakers HC,X,"4,30"
Luleå - Färjestad,3 - 4,2019-12-07,3 , 4,50,25,25,"1,92","4,25","3,45",Luleå HF,Färjestad BK,2,"3,45"
Malmö - Linköping,0 - 0,2019-12-07,0 , 0,51,21,28,"1,83","4,40","3,70",IF Malmö Redhawks,Linköping HC,X,"4,40"
Björklöv. - MODO,3 - 3,2019-12-07,3 , 3,54,23,23,"1,94","4,20","3,40",IF Björklöven,MODO Hockey,X,"4,20"
Västervik - Västerås,4 - 6,2019-12-07,4 , 6,31,22,47,"2,92","4,25","2,06",Västerviks IK,Västerås IK,2,"2,06"
BIK Karls - Kristian.,7 - 3,2019-12-08,7 , 3,81,11,8,"1,37","5,50","6,60",BIK Karlskoga,Kristianstads IK,1,"1,37"
Karlskron - Södertäl.,3 - 3,2019-12-08,3 , 3,55,21,24,"1,87","4,45","3,30",Karlskrona HK,Södertälje SK,X,"4,45"
Dalen - Nybro,0 - 3,2019-12-08,0 , 3,31,22,47,"2,48","4,55","2,09",Dalen ,Nybro Vikings IF,2,"2,09"
Borlänge - Lindlöven,5 - 3,2019-12-08,5 , 3,62,18,20,"1,71","5,05","3,15",Borlänge , Lindlöven,1,"1,71"
Linden - Forshaga,3 - 0,2019-12-08,3 , 0,39,24,37,"2,40","4,85","2,10",Linden , Forshaga,1,"2,40"
Skövde - Grums,2 - 3,2019-12-08,2 , 3,50,22,28,"1,68","5,00","3,30",Skövde , Grums,2,"3,30"
Segeltorp - Tyre Hanv,2 - 6,2019-12-08,2 , 6,46,23,31,"2,15","4,85","2,33",Segeltorp , Tyre Hanv,2,"2,33"
Kiruna IF - Kalix,2 - 2,2019-12-08,2 , 2,51,22,27,"1,90","4,50","2,87",Kiruna IF , Kalix,X,"4,50"
AIK - Almtuna,2 - 3,2019-12-09,2 , 3,42,24,34,"2,10","4,30","2,82",AIK,Almtuna IS,2,"2,82"
Västervik - Södertäl.,0 - 3,2019-12-09,0 , 3,47,22,31,"1,94","4,15","3,25",Västerviks IK,Södertälje SK,2,"3,25"
